region_key,retailer_key,date_key,gross_sales_ty,gross_sales_fiscly,gross_sales_gregly,retailer_mob_key,record_created_date,record_updated_date
1,1,2023-02-11,227537.45,0.0,0.0,1-2023-02-11,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-02-12,224966.13,0.0,0.0,1-2023-02-12,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-02-13,210934.98,0.0,0.0,1-2023-02-13,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-02-14,180707.29,0.0,0.0,1-2023-02-14,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-02-15,196179.54,0.0,0.0,1-2023-02-15,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-02-16,198936.3,0.0,0.0,1-2023-02-16,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-02-17,233999.3,0.0,0.0,1-2023-02-17,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-02-18,217295.16999999998,0.0,0.0,1-2023-02-18,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-02-19,217469.3,0.0,0.0,1-2023-02-19,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-02-20,171401.47,0.0,0.0,1-2023-02-20,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-02-21,189784.18,0.0,0.0,1-2023-02-21,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-02-22,185037.85,0.0,0.0,1-2023-02-22,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-02-23,172742.15,0.0,0.0,1-2023-02-23,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-02-24,249707.11,0.0,0.0,1-2023-02-24,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-02-25,223683.23,0.0,0.0,1-2023-02-25,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-02-26,201900.25,0.0,0.0,1-2023-02-26,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-02-27,193258.43,0.0,0.0,1-2023-02-27,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-02-28,194708.36000000002,0.0,0.0,1-2023-02-28,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-01,197269.19,0.0,0.0,1-2023-03-01,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-02,200284.52000000002,0.0,0.0,1-2023-03-02,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-03,221420.99,0.0,0.0,1-2023-03-03,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-04,231033.28,0.0,0.0,1-2023-03-04,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-05,212157.48,0.0,0.0,1-2023-03-05,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-06,202216.32,0.0,0.0,1-2023-03-06,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-07,188268.15,0.0,0.0,1-2023-03-07,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-08,201053.99,0.0,0.0,1-2023-03-08,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-09,197331.9,0.0,0.0,1-2023-03-09,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-10,222785.55,0.0,0.0,1-2023-03-10,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-11,207791.8,0.0,0.0,1-2023-03-11,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-12,262141.95,0.0,0.0,1-2023-03-12,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-13,185489.81,0.0,0.0,1-2023-03-13,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-14,174134.77,0.0,0.0,1-2023-03-14,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-15,175596.62,0.0,0.0,1-2023-03-15,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-16,168096.99,0.0,0.0,1-2023-03-16,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-17,191478.17,0.0,0.0,1-2023-03-17,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-18,239875.31,0.0,0.0,1-2023-03-18,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-19,247265.89,0.0,0.0,1-2023-03-19,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-20,173778.21,0.0,0.0,1-2023-03-20,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-21,192368.35,0.0,0.0,1-2023-03-21,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-22,176661.66999999998,0.0,0.0,1-2023-03-22,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-23,193282.3,0.0,0.0,1-2023-03-23,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-24,227753.76,0.0,0.0,1-2023-03-24,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-25,210160.25,0.0,0.0,1-2023-03-25,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-26,257858.85,0.0,0.0,1-2023-03-26,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-27,175455.22,0.0,0.0,1-2023-03-27,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-28,184116.61,0.0,0.0,1-2023-03-28,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-29,191537.09,0.0,0.0,1-2023-03-29,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-30,187334.34,0.0,0.0,1-2023-03-30,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-03-31,230901.48,0.0,0.0,1-2023-03-31,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-01,250401.79,0.0,0.0,1-2023-04-01,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-02,224488.67,0.0,0.0,1-2023-04-02,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-03,166954.71,0.0,0.0,1-2023-04-03,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-04,191960.38,0.0,0.0,1-2023-04-04,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-05,202841.58,0.0,0.0,1-2023-04-05,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-06,208244.04,0.0,0.0,1-2023-04-06,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-07,219239.47,0.0,0.0,1-2023-04-07,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-08,245004.24,0.0,0.0,1-2023-04-08,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-09,251518.95,0.0,0.0,1-2023-04-09,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-10,208063.84,0.0,0.0,1-2023-04-10,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-11,188525.14,0.0,0.0,1-2023-04-11,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-12,173159.63,0.0,0.0,1-2023-04-12,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-13,220560.61,0.0,0.0,1-2023-04-13,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-14,234038.14,0.0,0.0,1-2023-04-14,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-15,248234.39,0.0,0.0,1-2023-04-15,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-16,203442.88999999998,0.0,0.0,1-2023-04-16,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-17,179533.41,0.0,0.0,1-2023-04-17,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-18,187347.66,0.0,0.0,1-2023-04-18,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-19,202715.72,0.0,0.0,1-2023-04-19,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-20,180713.61000000002,0.0,0.0,1-2023-04-20,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-21,236141.85,0.0,0.0,1-2023-04-21,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-22,205185.15,0.0,0.0,1-2023-04-22,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-23,215870.91,0.0,0.0,1-2023-04-23,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-24,194644.66999999998,0.0,0.0,1-2023-04-24,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-25,195553.34,0.0,0.0,1-2023-04-25,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-26,191275.42,0.0,0.0,1-2023-04-26,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-27,198097.39,0.0,0.0,1-2023-04-27,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-28,225450.87,0.0,0.0,1-2023-04-28,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-29,191305.83,0.0,0.0,1-2023-04-29,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-04-30,219065.55,0.0,0.0,1-2023-04-30,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-01,185793.56,0.0,0.0,1-2023-05-01,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-02,200078.51,0.0,0.0,1-2023-05-02,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-03,186719.99,0.0,0.0,1-2023-05-03,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-04,198699.85,0.0,0.0,1-2023-05-04,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-05,237584.13,0.0,0.0,1-2023-05-05,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-06,214692.86000000002,0.0,0.0,1-2023-05-06,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-07,195610.11,0.0,0.0,1-2023-05-07,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-08,203521.33000000002,0.0,0.0,1-2023-05-08,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-09,198100.53,0.0,0.0,1-2023-05-09,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-10,209929.6,0.0,0.0,1-2023-05-10,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-11,203992.11,0.0,0.0,1-2023-05-11,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-12,172713.53,0.0,0.0,1-2023-05-12,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-13,237393.95,0.0,0.0,1-2023-05-13,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-14,235084.4,0.0,0.0,1-2023-05-14,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-15,190546.91,0.0,0.0,1-2023-05-15,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-16,165643.91,0.0,0.0,1-2023-05-16,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-17,219161.79,0.0,0.0,1-2023-05-17,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-18,219049.53,0.0,0.0,1-2023-05-18,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-19,240034.85,0.0,0.0,1-2023-05-19,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-20,212678.92,0.0,0.0,1-2023-05-20,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-21,200523.16,0.0,0.0,1-2023-05-21,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-22,204806.18,0.0,0.0,1-2023-05-22,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-23,200571.52,0.0,0.0,1-2023-05-23,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-24,168320.47,0.0,0.0,1-2023-05-24,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-25,204239.76,0.0,0.0,1-2023-05-25,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-26,242413.08000000002,0.0,0.0,1-2023-05-26,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-27,187445.73,0.0,0.0,1-2023-05-27,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-28,223085.31,0.0,0.0,1-2023-05-28,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-29,193600.44,0.0,0.0,1-2023-05-29,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-30,206362.12,0.0,0.0,1-2023-05-30,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-05-31,182615.66,0.0,0.0,1-2023-05-31,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-01,207726.38,0.0,0.0,1-2023-06-01,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-02,200219.86000000002,0.0,0.0,1-2023-06-02,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-03,225518.04,0.0,0.0,1-2023-06-03,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-04,242318.31,0.0,0.0,1-2023-06-04,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-05,187005.32,0.0,0.0,1-2023-06-05,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-06,182182.1,0.0,0.0,1-2023-06-06,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-07,200598.42,0.0,0.0,1-2023-06-07,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-08,192772.4,0.0,0.0,1-2023-06-08,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-09,230596.53,0.0,0.0,1-2023-06-09,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-10,228580.64,0.0,0.0,1-2023-06-10,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-11,236444.92,0.0,0.0,1-2023-06-11,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-12,227505.55,0.0,0.0,1-2023-06-12,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-13,186896.5,0.0,0.0,1-2023-06-13,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-14,167442.88999999998,0.0,0.0,1-2023-06-14,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-15,194664.24,0.0,0.0,1-2023-06-15,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-16,196919.47,0.0,0.0,1-2023-06-16,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-17,241638.32,0.0,0.0,1-2023-06-17,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-18,245892.55000000002,0.0,0.0,1-2023-06-18,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-19,185654.51,0.0,0.0,1-2023-06-19,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-20,188325.38,0.0,0.0,1-2023-06-20,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-21,182265.91,0.0,0.0,1-2023-06-21,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-22,176731.47,0.0,0.0,1-2023-06-22,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-23,259113.43,0.0,0.0,1-2023-06-23,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-24,234020.59,0.0,0.0,1-2023-06-24,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-25,226482.37,0.0,0.0,1-2023-06-25,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-26,199045.92,0.0,0.0,1-2023-06-26,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-27,197340.55000000002,0.0,0.0,1-2023-06-27,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-28,180466.57,0.0,0.0,1-2023-06-28,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-29,214510.21,0.0,0.0,1-2023-06-29,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-06-30,219726.02,0.0,0.0,1-2023-06-30,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-01,196857.99,0.0,0.0,1-2023-07-01,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-02,234322.7,0.0,0.0,1-2023-07-02,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-03,160343.47,0.0,0.0,1-2023-07-03,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-04,203926.61000000002,0.0,0.0,1-2023-07-04,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-05,212278.94,0.0,0.0,1-2023-07-05,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-06,185610.72,0.0,0.0,1-2023-07-06,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-07,219976.52000000002,0.0,0.0,1-2023-07-07,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-08,255484.06,0.0,0.0,1-2023-07-08,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-09,206657.9,0.0,0.0,1-2023-07-09,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-10,181793.24,0.0,0.0,1-2023-07-10,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-11,173607.49,0.0,0.0,1-2023-07-11,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-12,192610.66,0.0,0.0,1-2023-07-12,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-13,197430.72,0.0,0.0,1-2023-07-13,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-14,221182.21,0.0,0.0,1-2023-07-14,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-15,216625.58000000002,0.0,0.0,1-2023-07-15,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-16,214467.0,0.0,0.0,1-2023-07-16,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-17,189709.0,0.0,0.0,1-2023-07-17,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-18,217110.25,0.0,0.0,1-2023-07-18,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-19,205819.71,0.0,0.0,1-2023-07-19,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-20,170671.79,0.0,0.0,1-2023-07-20,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-21,222406.75,0.0,0.0,1-2023-07-21,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-22,233413.03,0.0,0.0,1-2023-07-22,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-23,250551.11000000002,0.0,0.0,1-2023-07-23,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-24,211111.39,0.0,0.0,1-2023-07-24,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-25,183361.89,0.0,0.0,1-2023-07-25,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-26,206261.22,0.0,0.0,1-2023-07-26,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-27,162579.25,0.0,0.0,1-2023-07-27,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-28,268431.61,0.0,0.0,1-2023-07-28,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-29,221802.13,0.0,0.0,1-2023-07-29,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-30,251927.07,0.0,0.0,1-2023-07-30,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
1,1,2023-07-31,188835.17,0.0,0.0,1-2023-07-31,2025-11-22 14:39:13.683479,2025-11-22 14:39:13.683584
