sku_mob_key,retailer_product_key,region_key,retailer_key,brand_key,product_key,date_key,gross_sales_ty,gross_sales_fisc_ly,gross_sales_greg_ly,record_created_date,record_updated_date
e22c82ee-968e-4836-89cf-68b5f255292a,112831fd-1044-4633-903d-52e6641cb134,105,206,305,PROD_1011,2023-03-19,4715.74,4913.71,5355.59,2025-11-20 22:10:06.983175,2025-11-20 22:10:06.983175
74133bc7-c026-42b2-9c2b-b0e5d8615e65,d2f9bb87-cab4-4ca7-9278-347535ce85e7,102,201,302,PROD_1028,2023-06-04,3373.84,3258.36,3918.41,2025-11-20 22:10:06.983181,2025-11-20 22:10:06.983181
a30364d2-1502-47d8-9551-097c5a3b94b6,7c727e6f-b161-4f7b-a967-a814f0e71b1d,105,202,301,PROD_1002,2023-01-03,111.85,90.15,105.09,2025-11-20 22:10:06.983187,2025-11-20 22:10:06.983188
58e1e42d-2cd2-478f-a565-f751741797d9,2f25022f-69f9-4ee5-9ea0-7c45d1448689,104,203,301,PROD_1027,2023-06-06,1131.39,959.99,940.79,2025-11-20 22:10:06.983194,2025-11-20 22:10:06.983194
c9cccf97-c5f2-4317-b869-55748da6a87f,004030ef-99e5-4837-8cb3-dbd5830bffbf,101,201,304,PROD_1023,2023-01-22,339.43,360.33,375.28,2025-11-20 22:10:06.983201,2025-11-20 22:10:06.983201
c61e7baa-50be-4ac9-b95a-bb5941a17ce9,df45ed68-f035-4530-becb-dd4bbec76371,101,205,301,PROD_1038,2023-10-12,4249.31,3479.83,4585.1,2025-11-20 22:10:06.983207,2025-11-20 22:10:06.983207
67f4c73f-4b2c-4dc8-b17b-124056a27a49,664fe862-ef7f-4bfd-a9a5-7921ba42a8a8,101,206,305,PROD_1006,2023-02-10,4482.87,4796.37,4510.84,2025-11-20 22:10:06.983213,2025-11-20 22:10:06.983213
6603f82e-acc1-4265-936e-a8b0af95a4f5,306d2ddc-1a48-4658-81ca-a82355ac6b09,101,203,301,PROD_1018,2023-02-25,1364.36,1537.42,1394.91,2025-11-20 22:10:06.983219,2025-11-20 22:10:06.983220
8a12e044-552c-4a74-9fb2-affa933716e1,7601c5d4-376e-47d7-b860-f61d427ba0e2,101,209,303,PROD_1001,2023-07-25,3878.72,4053.07,3498.88,2025-11-20 22:10:06.983226,2025-11-20 22:10:06.983226
fed75e4f-5d4e-44b3-8f4c-289aa902c17d,6d99f92f-2cee-4fb1-97c0-c1634331a46a,102,205,302,PROD_1012,2023-04-22,4582.23,4659.18,5221.4,2025-11-20 22:10:06.983232,2025-11-20 22:10:06.983233
c94bb11b-ddbf-4496-a5cf-1287f19160d7,16b59380-9847-4241-9b66-f0e7f5124fb4,103,208,305,PROD_1002,2023-07-18,4218.25,4142.01,4772.11,2025-11-20 22:10:06.983239,2025-11-20 22:10:06.983239
06ab7fc2-3361-42db-a6a8-566952b609c8,d1470a0b-f6b4-4172-b13b-42cfada82b37,101,205,301,PROD_1021,2023-06-08,4439.24,4504.63,4063.84,2025-11-20 22:10:06.983245,2025-11-20 22:10:06.983245
a3181960-b055-4ae8-a07c-b595274d3242,3bc02420-c82a-42dc-ad17-51d229a81f64,101,207,302,PROD_1029,2023-01-06,2949.44,3228.11,2804.15,2025-11-20 22:10:06.983251,2025-11-20 22:10:06.983252
25f9b415-a037-4e45-8df5-87008a2aa675,1197d518-eb44-4ce5-8a54-0066a148e5ec,101,210,302,PROD_1021,2023-08-05,4530.17,4831.71,4955.72,2025-11-20 22:10:06.983257,2025-11-20 22:10:06.983258
180256af-a6ab-40f9-8f00-d99305f0f833,5cc88f90-8afb-42f1-a578-bbc9a3526821,104,202,303,PROD_1029,2023-07-18,1110.82,933.55,1279.46,2025-11-20 22:10:06.983264,2025-11-20 22:10:06.983264
950de1e5-1a2d-44a4-86d0-43353b5dae64,cd4f11b6-b70d-4088-87fa-62c29d22a957,103,206,301,PROD_1019,2023-02-18,1416.32,1136.34,1252.57,2025-11-20 22:10:06.983270,2025-11-20 22:10:06.983270
c1ab398f-9a2f-4e95-affd-3022bb38e56f,75c91411-5e5d-4bb6-ad71-bc4c5e601b76,102,208,301,PROD_1029,2023-09-13,4271.18,3914.94,3464.65,2025-11-20 22:10:06.983276,2025-11-20 22:10:06.983276
af6d2c24-a2ef-41f0-98b1-79f20798da9a,817668f0-0410-4ac2-a26f-c58f92db2f3d,103,206,301,PROD_1042,2023-11-27,3484.1,3901.9,3696.33,2025-11-20 22:10:06.983283,2025-11-20 22:10:06.983283
9b10a556-0517-4c57-83e8-03b313186f2a,fb7003fc-b5e3-43ed-8b87-04522382efab,105,209,302,PROD_1000,2023-04-06,1267.08,1386.53,1421.96,2025-11-20 22:10:06.983289,2025-11-20 22:10:06.983289
064216a0-7e78-4668-b0be-54bc4b12d0f8,5c9b2a14-47e9-40bc-a956-3a1c1b90f499,105,202,304,PROD_1036,2023-06-12,2862.31,2916.19,2810.3,2025-11-20 22:10:06.983295,2025-11-20 22:10:06.983296
73950744-e8ad-41e2-93c2-ecb7e4591e1c,b53e8ef7-8380-457c-901e-1723af6e5f80,105,201,305,PROD_1004,2023-04-08,3327.76,3899.83,2767.34,2025-11-20 22:10:06.983301,2025-11-20 22:10:06.983302
bb3c0464-ec2e-48ee-9e02-f49dc9dff1ce,85c71873-3709-48a8-b801-46bb75c14d35,103,208,305,PROD_1046,2023-11-27,3444.99,3241.73,3629.23,2025-11-20 22:10:06.983308,2025-11-20 22:10:06.983309
eeb507b1-9f4f-4aec-8051-e18f8cd9e2d6,1c6e5890-a6ae-4845-b1b3-79b157a7fda6,104,208,301,PROD_1032,2023-02-01,1277.37,1197.42,1389.48,2025-11-20 22:10:06.983314,2025-11-20 22:10:06.983315
8111e214-e842-493d-9505-5bf02869838d,9987272d-5b36-4ce1-b0db-5d63f3a1cc79,105,204,303,PROD_1011,2023-09-11,2657.5,2352.97,2236.49,2025-11-20 22:10:06.983321,2025-11-20 22:10:06.983321
52650b76-6a9a-4771-9a3d-8926d9923c9f,201b258d-b014-4c18-813d-391cd0d16b1d,103,207,302,PROD_1000,2023-03-27,2534.27,2077.33,2052.25,2025-11-20 22:10:06.983327,2025-11-20 22:10:06.983327
d3f4388e-8244-4265-89ac-3a02accf52b6,b8f7b811-ce67-45d8-be1d-1b73833f8598,105,209,303,PROD_1015,2023-11-10,3168.67,3039.7,3167.98,2025-11-20 22:10:06.983333,2025-11-20 22:10:06.983333
29271d53-771b-42d9-8ace-ad8b081c5afa,4c15ebb0-fbaa-412f-a4ff-1ee9c0437d6a,105,209,304,PROD_1028,2023-02-23,3432.14,3983.03,3313.56,2025-11-20 22:10:06.983339,2025-11-20 22:10:06.983340
03afb540-3a7e-46b1-88cc-aa307af1f4e5,b936e20c-4e2d-4258-93f5-765c888e7ba0,104,201,303,PROD_1020,2023-04-14,1042.24,955.36,1148.81,2025-11-20 22:10:06.983345,2025-11-20 22:10:06.983346
4900d669-f7ad-4f7e-afc6-60c639a8480d,db653766-4ba0-48a7-aa11-ff8ef6b88486,103,203,302,PROD_1046,2023-09-09,4587.35,4423.05,3688.38,2025-11-20 22:10:06.983352,2025-11-20 22:10:06.983352
0f7ccb1a-eb90-4f81-aab7-83cec02bb963,7358e073-cd70-4ba9-849c-0a61b3d66c5d,102,207,301,PROD_1018,2023-09-25,4269.68,4126.0,3682.02,2025-11-20 22:10:06.983359,2025-11-20 22:10:06.983359
703d5d06-1424-463a-a385-1a9d917c9d3c,12d07b5b-7416-4d56-96f2-04d83e7a48b0,102,202,302,PROD_1008,2023-04-23,2547.75,2376.72,2510.06,2025-11-20 22:10:06.983365,2025-11-20 22:10:06.983365
c2874d1c-5575-4afe-8bc9-d96b85bb0b98,d31c1c8d-f0e3-40cf-b019-266cf79d704f,105,204,305,PROD_1018,2023-03-31,4128.67,4260.78,3725.87,2025-11-20 22:10:06.983371,2025-11-20 22:10:06.983371
d051ee9a-346f-4f1b-854e-e7c6b1d2d673,c4d1c721-ae71-421a-98f0-df3036f38053,105,203,301,PROD_1048,2023-04-25,2920.13,2458.18,3427.2,2025-11-20 22:10:06.983377,2025-11-20 22:10:06.983377
b4afcc8e-f611-4f46-93c5-9b94208eed67,80d6e8f7-c69f-403b-b05f-b8bd171f2a38,105,201,304,PROD_1039,2023-08-11,3686.92,3193.18,3523.8,2025-11-20 22:10:06.983383,2025-11-20 22:10:06.983384
fcf627fd-a9a0-4ea3-b940-ea087e1262b9,2ed61d15-227c-4840-bcab-37374d785f85,105,201,304,PROD_1017,2023-01-24,2687.74,2265.56,2743.29,2025-11-20 22:10:06.983389,2025-11-20 22:10:06.983390
711a5225-9126-4dcb-9681-8128ecb1da5d,88210514-3e15-4d71-91a9-6baf4e77ccbc,102,206,301,PROD_1013,2023-11-04,2141.59,1862.58,1952.0,2025-11-20 22:10:06.983396,2025-11-20 22:10:06.983397
285574d2-a64a-447f-ae6a-e410ee954025,14a5501f-219b-4e50-97ba-ddbb6aa00c22,101,208,304,PROD_1010,2023-10-22,3164.54,2680.7,2940.64,2025-11-20 22:10:06.983402,2025-11-20 22:10:06.983403
dc404257-c15c-480c-afe8-4754755c6471,bd1de396-bb31-4e2d-9d43-292eca7fb7f0,103,203,301,PROD_1038,2023-03-31,3400.1,3356.88,3529.47,2025-11-20 22:10:06.983409,2025-11-20 22:10:06.983409
b22eb575-95b9-4ede-8363-a20a1a4df08a,4be401c1-dca1-49a4-bc7b-38bb9fc5ccd3,104,206,301,PROD_1034,2023-05-05,1590.64,1804.15,1294.96,2025-11-20 22:10:06.983415,2025-11-20 22:10:06.983415
fad4d9d5-72d1-448a-ac95-307e09f6df86,9cc3eadd-7c5b-4ff4-8d4f-0d110d9d4797,102,209,304,PROD_1048,2023-04-13,4122.94,4602.83,4302.0,2025-11-20 22:10:06.983421,2025-11-20 22:10:06.983421
4d68fa95-539b-4303-8284-4475653b61da,f3078c3f-6281-4f4e-bd74-04ac00ec401e,101,204,305,PROD_1031,2023-12-30,4979.3,4044.32,5341.94,2025-11-20 22:10:06.983427,2025-11-20 22:10:06.983428
8c26888d-130a-49b1-bdf6-331cd8a438f4,43d06d2c-9826-4a14-b2b3-757b31fd0cf9,101,210,305,PROD_1005,2023-03-27,2272.37,2014.63,2211.61,2025-11-20 22:10:06.983434,2025-11-20 22:10:06.983434
ba2e1e26-998d-4a4e-a36d-ff0d5c60f9f1,73e13d0e-d106-4329-ba93-3b573e2789c8,101,207,303,PROD_1024,2023-09-13,1646.63,1781.84,1825.13,2025-11-20 22:10:06.983440,2025-11-20 22:10:06.983440
5688d7b9-124b-4c78-9f1b-36f7bd378e64,11049863-f1d5-4728-9191-a79c3d461408,105,201,302,PROD_1042,2023-09-15,3738.04,4062.18,3374.36,2025-11-20 22:10:06.983446,2025-11-20 22:10:06.983446
11d9c5bd-4136-4480-aefd-850333239ccb,7d13367b-1b04-491c-8448-d2ce32c1cf4a,101,204,304,PROD_1006,2023-08-05,4224.18,4453.08,3986.79,2025-11-20 22:10:06.983452,2025-11-20 22:10:06.983452
b8cab4bb-86fa-4d72-bade-020629a148c5,862a39fe-0b97-400e-b52f-0a25b35de197,101,207,305,PROD_1007,2023-09-06,197.93,177.05,172.46,2025-11-20 22:10:06.983458,2025-11-20 22:10:06.983459
9553e622-c8c8-4a08-a30f-ca5ba1122b93,3b83b447-8ab1-49b1-8461-74bf4ed8ac94,105,207,304,PROD_1049,2023-04-29,961.74,985.22,852.19,2025-11-20 22:10:06.983465,2025-11-20 22:10:06.983465
84eb1168-a4c0-45d3-97a9-fa3ee0fbf243,634da699-51d2-4af0-9902-4f0cccd4945d,104,205,301,PROD_1045,2023-09-26,1510.87,1732.24,1488.37,2025-11-20 22:10:06.983471,2025-11-20 22:10:06.983471
51461093-bf96-49ef-bf8f-f2bdc9721a00,6113924f-e3bc-4a32-a3c2-7434aff44622,102,209,301,PROD_1046,2023-12-26,2707.44,2226.65,2235.3,2025-11-20 22:10:06.983477,2025-11-20 22:10:06.983477
9571bf7a-f8aa-464d-831f-9bcc33c2e251,cae64f58-e9df-4787-9453-040f303f2c38,102,206,305,PROD_1007,2023-06-10,4152.54,3670.19,4451.55,2025-11-20 22:10:06.983483,2025-11-20 22:10:06.983483
a5d90319-56e7-45b4-920e-eb5a26557398,2dd7bc23-ac61-498b-a89f-c22f6eed31d8,102,204,303,PROD_1037,2023-08-08,2651.09,2884.65,3046.25,2025-11-20 22:10:06.983489,2025-11-20 22:10:06.983490
55cdfea1-915a-4f6d-92df-46e398080e32,434d4367-b4b3-4e5b-997b-3764957f4a7f,101,203,303,PROD_1025,2023-09-06,4527.97,4773.76,4675.29,2025-11-20 22:10:06.983496,2025-11-20 22:10:06.983496
9ab33351-237b-4978-ab7a-7767a40d6912,73d0f729-e005-4520-979b-4d8e5454923a,104,206,303,PROD_1005,2023-09-09,3389.76,2829.34,3461.61,2025-11-20 22:10:06.983502,2025-11-20 22:10:06.983502
b5cc48ea-fb0b-4bde-9097-c00a6aaecee8,d0b66c8e-3ba2-409c-9341-c88959eaa655,101,205,304,PROD_1045,2023-09-07,1673.18,1543.59,1740.03,2025-11-20 22:10:06.983511,2025-11-20 22:10:06.983512
5bf270bf-27ad-4c26-9c3e-cfc35a7c4ba5,f2bdce99-2d2e-4779-9579-97b95d81f354,103,205,303,PROD_1028,2023-02-12,3301.89,3487.3,3273.72,2025-11-20 22:10:06.983519,2025-11-20 22:10:06.983520
3bf21ef6-1320-4117-952b-eaf0360cbc36,45399bf4-3c71-4168-9e25-8a66d27f5ab0,104,205,302,PROD_1042,2023-08-24,726.22,684.81,614.53,2025-11-20 22:10:06.983526,2025-11-20 22:10:06.983527
932da707-7b2c-43c6-9101-ff4d5eb4c0cb,f3254a8d-3913-408d-b087-d009e56f96ec,102,208,305,PROD_1007,2023-03-28,3646.34,3057.18,4325.12,2025-11-20 22:10:06.983532,2025-11-20 22:10:06.983533
9626a8af-378e-4bc9-891c-7bd6c354e8d9,f88e9ed5-f7ff-4894-86b7-7a6f14be77d0,102,201,304,PROD_1022,2023-11-17,4569.56,4780.48,4838.14,2025-11-20 22:10:06.983539,2025-11-20 22:10:06.983539
